"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","ROADACCID","DEATH","1000000HAB","A","1971",203.2,
"ITA","ROADACCID","DEATH","1000000HAB","A","1972",221.3,
"ITA","ROADACCID","DEATH","1000000HAB","A","1973",212.8,
"ITA","ROADACCID","DEATH","1000000HAB","A","1974",189.2,
"ITA","ROADACCID","DEATH","1000000HAB","A","1975",186.4,
"ITA","ROADACCID","DEATH","1000000HAB","A","1976",174.1,
"ITA","ROADACCID","DEATH","1000000HAB","A","1977",159.6,
"ITA","ROADACCID","DEATH","1000000HAB","A","1978",154,
"ITA","ROADACCID","DEATH","1000000HAB","A","1979",160.3,
"ITA","ROADACCID","DEATH","1000000HAB","A","1980",164,
"ITA","ROADACCID","DEATH","1000000HAB","A","1981",154.6,
"ITA","ROADACCID","DEATH","1000000HAB","A","1982",147.3,
"ITA","ROADACCID","DEATH","1000000HAB","A","1983",146.6,
"ITA","ROADACCID","DEATH","1000000HAB","A","1984",136.8,
"ITA","ROADACCID","DEATH","1000000HAB","A","1985",135.6,
"ITA","ROADACCID","DEATH","1000000HAB","A","1986",134.5,
"ITA","ROADACCID","DEATH","1000000HAB","A","1987",128.9,
"ITA","ROADACCID","DEATH","1000000HAB","A","1988",131.9,
"ITA","ROADACCID","DEATH","1000000HAB","A","1989",121.8,
"ITA","ROADACCID","DEATH","1000000HAB","A","1990",125.8,
"ITA","ROADACCID","DEATH","1000000HAB","A","1991",142.4,
"ITA","ROADACCID","DEATH","1000000HAB","A","1992",141.1,
"ITA","ROADACCID","DEATH","1000000HAB","A","1993",126.1,
"ITA","ROADACCID","DEATH","1000000HAB","A","1994",125,
"ITA","ROADACCID","DEATH","1000000HAB","A","1995",123.7,
"ITA","ROADACCID","DEATH","1000000HAB","A","1996",117.6,
"ITA","ROADACCID","DEATH","1000000HAB","A","1997",118.2,
"ITA","ROADACCID","DEATH","1000000HAB","A","1998",120.4,
"ITA","ROADACCID","DEATH","1000000HAB","A","1999",117.5,
"ITA","ROADACCID","DEATH","1000000HAB","A","2000",124,
"ITA","ROADACCID","DEATH","1000000HAB","A","2001",124.5,
"ITA","ROADACCID","DEATH","1000000HAB","A","2002",122.3,
"ITA","ROADACCID","DEATH","1000000HAB","A","2003",114.5,
"ITA","ROADACCID","DEATH","1000000HAB","A","2004",106.1,
"ITA","ROADACCID","DEATH","1000000HAB","A","2005",100.4,
"ITA","ROADACCID","DEATH","1000000HAB","A","2006",97.5,
"ITA","ROADACCID","DEATH","1000000HAB","A","2007",87.8,
"ITA","ROADACCID","DEATH","1000000HAB","A","2008",80.3,
"ITA","ROADACCID","DEATH","1000000HAB","A","2009",71.7,
"ITA","ROADACCID","DEATH","1000000HAB","A","2010",69.4,
"ITA","ROADACCID","DEATH","1000000HAB","A","2011",65,
"ITA","ROADACCID","DEATH","1000000HAB","A","2012",63,
"ITA","ROADACCID","DEATH","1000000HAB","A","2013",56.2,
"ITA","ROADACCID","DEATH","1000000HAB","A","2014",54.3,"E"
"FRA","ROADACCID","DEATH","1000000HAB","A","1970",324.3,
"FRA","ROADACCID","DEATH","1000000HAB","A","1971",345.7,
"FRA","ROADACCID","DEATH","1000000HAB","A","1972",351.3,
"FRA","ROADACCID","DEATH","1000000HAB","A","1973",327.7,
"FRA","ROADACCID","DEATH","1000000HAB","A","1974",281.1,
"FRA","ROADACCID","DEATH","1000000HAB","A","1975",271.9,
"FRA","ROADACCID","DEATH","1000000HAB","A","1976",283.1,
"FRA","ROADACCID","DEATH","1000000HAB","A","1977",267.9,
"FRA","ROADACCID","DEATH","1000000HAB","A","1978",247.2,
"FRA","ROADACCID","DEATH","1000000HAB","A","1979",253.3,
"FRA","ROADACCID","DEATH","1000000HAB","A","1980",253.5,
"FRA","ROADACCID","DEATH","1000000HAB","A","1981",249.9,
"FRA","ROADACCID","DEATH","1000000HAB","A","1982",248.2,
"FRA","ROADACCID","DEATH","1000000HAB","A","1983",237.6,
"FRA","ROADACCID","DEATH","1000000HAB","A","1984",231.1,
"FRA","ROADACCID","DEATH","1000000HAB","A","1985",205.5,
"FRA","ROADACCID","DEATH","1000000HAB","A","1986",214.4,
"FRA","ROADACCID","DEATH","1000000HAB","A","1987",191.8,
"FRA","ROADACCID","DEATH","1000000HAB","A","1988",204.2,
"FRA","ROADACCID","DEATH","1000000HAB","A","1989",202.8,
"FRA","ROADACCID","DEATH","1000000HAB","A","1990",197.3,
"FRA","ROADACCID","DEATH","1000000HAB","A","1991",183.6,
"FRA","ROADACCID","DEATH","1000000HAB","A","1992",172.7,
"FRA","ROADACCID","DEATH","1000000HAB","A","1993",166.2,
"FRA","ROADACCID","DEATH","1000000HAB","A","1994",152,
"FRA","ROADACCID","DEATH","1000000HAB","A","1995",149.3,
"FRA","ROADACCID","DEATH","1000000HAB","A","1996",142.9,
"FRA","ROADACCID","DEATH","1000000HAB","A","1997",140.8,
"FRA","ROADACCID","DEATH","1000000HAB","A","1998",148.2,
"FRA","ROADACCID","DEATH","1000000HAB","A","1999",140.3,
"FRA","ROADACCID","DEATH","1000000HAB","A","2000",132.6,
"FRA","ROADACCID","DEATH","1000000HAB","A","2001",133,
"FRA","ROADACCID","DEATH","1000000HAB","A","2002",123.9,
"FRA","ROADACCID","DEATH","1000000HAB","A","2003",97.3,
"FRA","ROADACCID","DEATH","1000000HAB","A","2004",89.2,
"FRA","ROADACCID","DEATH","1000000HAB","A","2005",84.2,
"FRA","ROADACCID","DEATH","1000000HAB","A","2006",74,
"FRA","ROADACCID","DEATH","1000000HAB","A","2007",72.2,
"FRA","ROADACCID","DEATH","1000000HAB","A","2008",66.4,
"FRA","ROADACCID","DEATH","1000000HAB","A","2009",66,
"FRA","ROADACCID","DEATH","1000000HAB","A","2010",61.4,
"FRA","ROADACCID","DEATH","1000000HAB","A","2011",60.7,
"FRA","ROADACCID","DEATH","1000000HAB","A","2012",55.7,
"FRA","ROADACCID","DEATH","1000000HAB","A","2013",49.6,
"FRA","ROADACCID","DEATH","1000000HAB","A","2014",51.1,
"POL","ROADACCID","DEATH","1000000HAB","A","1970",105.6,
"POL","ROADACCID","DEATH","1000000HAB","A","1971",118.1,"E"
"POL","ROADACCID","DEATH","1000000HAB","A","1972",130.3,"E"
"POL","ROADACCID","DEATH","1000000HAB","A","1973",142.3,"E"
"POL","ROADACCID","DEATH","1000000HAB","A","1974",154.1,"E"
"POL","ROADACCID","DEATH","1000000HAB","A","1975",165.6,
"POL","ROADACCID","DEATH","1000000HAB","A","1976",167,"E"
"POL","ROADACCID","DEATH","1000000HAB","A","1977",168.2,"E"
"POL","ROADACCID","DEATH","1000000HAB","A","1978",169.5,
"POL","ROADACCID","DEATH","1000000HAB","A","1979",164.1,
"POL","ROADACCID","DEATH","1000000HAB","A","1980",168.4,
"POL","ROADACCID","DEATH","1000000HAB","A","1981",169.7,
"POL","ROADACCID","DEATH","1000000HAB","A","1982",152.3,
"POL","ROADACCID","DEATH","1000000HAB","A","1983",151.6,
"POL","ROADACCID","DEATH","1000000HAB","A","1984",134.6,
"POL","ROADACCID","DEATH","1000000HAB","A","1985",125.7,
"POL","ROADACCID","DEATH","1000000HAB","A","1986",124.4,
"POL","ROADACCID","DEATH","1000000HAB","A","1987",122.6,
"POL","ROADACCID","DEATH","1000000HAB","A","1988",128,
"POL","ROADACCID","DEATH","1000000HAB","A","1989",176.8,
"POL","ROADACCID","DEATH","1000000HAB","A","1990",192.2,
"POL","ROADACCID","DEATH","1000000HAB","A","1991",206.5,
"POL","ROADACCID","DEATH","1000000HAB","A","1992",181.2,
"POL","ROADACCID","DEATH","1000000HAB","A","1993",165.1,
"POL","ROADACCID","DEATH","1000000HAB","A","1994",175,
"POL","ROADACCID","DEATH","1000000HAB","A","1995",178.8,
"POL","ROADACCID","DEATH","1000000HAB","A","1996",164.6,
"POL","ROADACCID","DEATH","1000000HAB","A","1997",189.2,
"POL","ROADACCID","DEATH","1000000HAB","A","1998",183.1,
"POL","ROADACCID","DEATH","1000000HAB","A","1999",174.1,
"POL","ROADACCID","DEATH","1000000HAB","A","2000",164.5,
"POL","ROADACCID","DEATH","1000000HAB","A","2001",144.7,
"POL","ROADACCID","DEATH","1000000HAB","A","2002",152.4,
"POL","ROADACCID","DEATH","1000000HAB","A","2003",147.6,
"POL","ROADACCID","DEATH","1000000HAB","A","2004",149.6,
"POL","ROADACCID","DEATH","1000000HAB","A","2005",142.6,
"POL","ROADACCID","DEATH","1000000HAB","A","2006",137.5,
"POL","ROADACCID","DEATH","1000000HAB","A","2007",146.5,
"POL","ROADACCID","DEATH","1000000HAB","A","2008",142.6,
"POL","ROADACCID","DEATH","1000000HAB","A","2009",119.8,
"POL","ROADACCID","DEATH","1000000HAB","A","2010",102.7,
"POL","ROADACCID","DEATH","1000000HAB","A","2011",110.1,
"POL","ROADACCID","DEATH","1000000HAB","A","2012",94,
"POL","ROADACCID","DEATH","1000000HAB","A","2013",88.2,
"POL","ROADACCID","DEATH","1000000HAB","A","2014",84.3,
"HRV","ROADACCID","DEATH","1000000HAB","A","1970",279.5,"E"
"HRV","ROADACCID","DEATH","1000000HAB","A","1971",307.9,
"HRV","ROADACCID","DEATH","1000000HAB","A","1972",343.3,
"HRV","ROADACCID","DEATH","1000000HAB","A","1973",308.2,
"HRV","ROADACCID","DEATH","1000000HAB","A","1974",314.3,
"HRV","ROADACCID","DEATH","1000000HAB","A","1975",273.5,
"HRV","ROADACCID","DEATH","1000000HAB","A","1976",258.5,
"HRV","ROADACCID","DEATH","1000000HAB","A","1977",326.7,
"HRV","ROADACCID","DEATH","1000000HAB","A","1978",352.7,
"HRV","ROADACCID","DEATH","1000000HAB","A","1979",367,
"HRV","ROADACCID","DEATH","1000000HAB","A","1980",364.3,
"HRV","ROADACCID","DEATH","1000000HAB","A","1981",329.4,
"HRV","ROADACCID","DEATH","1000000HAB","A","1982",313.9,
"HRV","ROADACCID","DEATH","1000000HAB","A","1983",294.3,
"HRV","ROADACCID","DEATH","1000000HAB","A","1984",285.7,
"HRV","ROADACCID","DEATH","1000000HAB","A","1985",246.1,
"HRV","ROADACCID","DEATH","1000000HAB","A","1986",271.8,
"HRV","ROADACCID","DEATH","1000000HAB","A","1987",280.4,
"HRV","ROADACCID","DEATH","1000000HAB","A","1988",277.5,
"HRV","ROADACCID","DEATH","1000000HAB","A","1989",277,
"HRV","ROADACCID","DEATH","1000000HAB","A","1990",283.7,
"HRV","ROADACCID","DEATH","1000000HAB","A","1991",212.5,
"HRV","ROADACCID","DEATH","1000000HAB","A","1992",203.6,
"HRV","ROADACCID","DEATH","1000000HAB","A","1993",179.5,
"HRV","ROADACCID","DEATH","1000000HAB","A","1994",172.9,
"HRV","ROADACCID","DEATH","1000000HAB","A","1995",171.3,
"HRV","ROADACCID","DEATH","1000000HAB","A","1996",160.4,
"HRV","ROADACCID","DEATH","1000000HAB","A","1997",156.2,
"HRV","ROADACCID","DEATH","1000000HAB","A","1998",143.5,
"HRV","ROADACCID","DEATH","1000000HAB","A","1999",145.4,
"HRV","ROADACCID","DEATH","1000000HAB","A","2000",148,
"HRV","ROADACCID","DEATH","1000000HAB","A","2001",145.7,
"HRV","ROADACCID","DEATH","1000000HAB","A","2002",141.2,
"HRV","ROADACCID","DEATH","1000000HAB","A","2003",157.9,
"HRV","ROADACCID","DEATH","1000000HAB","A","2004",137,
"HRV","ROADACCID","DEATH","1000000HAB","A","2005",134.4,
"HRV","ROADACCID","DEATH","1000000HAB","A","2006",138.3,
"HRV","ROADACCID","DEATH","1000000HAB","A","2007",139.5,
"HRV","ROADACCID","DEATH","1000000HAB","A","2008",149.7,
"HRV","ROADACCID","DEATH","1000000HAB","A","2009",123.7,
"HRV","ROADACCID","DEATH","1000000HAB","A","2010",96.4,
"HRV","ROADACCID","DEATH","1000000HAB","A","2011",97.6,
"HRV","ROADACCID","DEATH","1000000HAB","A","2012",92.1,
"HRV","ROADACCID","DEATH","1000000HAB","A","2013",86.5,
"HRV","ROADACCID","DEATH","1000000HAB","A","2014",72.7,
"LIE","ROADACCID","DEATH","1000000HAB","A","1970",564.3,
"LIE","ROADACCID","DEATH","1000000HAB","A","1971",368.2,
"LIE","ROADACCID","DEATH","1000000HAB","A","1972",406.3,
"LIE","ROADACCID","DEATH","1000000HAB","A","1973",221.6,
"LIE","ROADACCID","DEATH","1000000HAB","A","1974",565.6,
"LIE","ROADACCID","DEATH","1000000HAB","A","1975",341.4,
"LIE","ROADACCID","DEATH","1000000HAB","A","1976",334.4,
"LIE","ROADACCID","DEATH","1000000HAB","A","1977",327.3,
"LIE","ROADACCID","DEATH","1000000HAB","A","1978",520.8,
"LIE","ROADACCID","DEATH","1000000HAB","A","1979",471.6,
"LIE","ROADACCID","DEATH","1000000HAB","A","1980",347.9,
"LIE","ROADACCID","DEATH","1000000HAB","A","1981",152.5,
"LIE","ROADACCID","DEATH","1000000HAB","A","1982",75.4,
"LIE","ROADACCID","DEATH","1000000HAB","A","1983",186.8,
"LIE","ROADACCID","DEATH","1000000HAB","A","1984",74,
"LIE","ROADACCID","DEATH","1000000HAB","A","1985",110.1,
"LIE","ROADACCID","DEATH","1000000HAB","A","1986",145.3,
"LIE","ROADACCID","DEATH","1000000HAB","A","1987",143.9,
"LIE","ROADACCID","DEATH","1000000HAB","A","1988",106.8,
"LIE","ROADACCID","DEATH","1000000HAB","A","1989",70.4,
"LIE","ROADACCID","DEATH","1000000HAB","A","1990",104.4,
"LIE","ROADACCID","DEATH","1000000HAB","A","1991",103,
"LIE","ROADACCID","DEATH","1000000HAB","A","1992",33.9,
"LIE","ROADACCID","DEATH","1000000HAB","A","1993",66.8,
"LIE","ROADACCID","DEATH","1000000HAB","A","1994",98.8,
"LIE","ROADACCID","DEATH","1000000HAB","A","1995",64.9,
"LIE","ROADACCID","DEATH","1000000HAB","A","1996",95.9,
"LIE","ROADACCID","DEATH","1000000HAB","A","1997",188.9,
"LIE","ROADACCID","DEATH","1000000HAB","A","1998",0,
"LIE","ROADACCID","DEATH","1000000HAB","A","1999",0,
"LIE","ROADACCID","DEATH","1000000HAB","A","2000",90.7,
"LIE","ROADACCID","DEATH","1000000HAB","A","2001",59.7,
"LIE","ROADACCID","DEATH","1000000HAB","A","2002",0,
"LIE","ROADACCID","DEATH","1000000HAB","A","2003",146.5,
"LIE","ROADACCID","DEATH","1000000HAB","A","2004",29,
"LIE","ROADACCID","DEATH","1000000HAB","A","2005",57.6,
"LIE","ROADACCID","DEATH","1000000HAB","A","2006",0,
"LIE","ROADACCID","DEATH","1000000HAB","A","2007",0,
"LIE","ROADACCID","DEATH","1000000HAB","A","2008",28.1,
"LIE","ROADACCID","DEATH","1000000HAB","A","2009",27.9,
"LIE","ROADACCID","DEATH","1000000HAB","A","2010",0,
"LIE","ROADACCID","DEATH","1000000HAB","A","2011",55,
"LIE","ROADACCID","DEATH","1000000HAB","A","2012",27.3,
"LIE","ROADACCID","DEATH","1000000HAB","A","2013",54.2,
"LIE","ROADACCID","DEATH","1000000HAB","A","2014",80.7,
"SWE","ROADACCID","DEATH","1000000HAB","A","1970",162.4,
"SWE","ROADACCID","DEATH","1000000HAB","A","1971",149.9,
"SWE","ROADACCID","DEATH","1000000HAB","A","1972",147,
"SWE","ROADACCID","DEATH","1000000HAB","A","1973",144.5,
"SWE","ROADACCID","DEATH","1000000HAB","A","1974",146.5,
"SWE","ROADACCID","DEATH","1000000HAB","A","1975",143.1,
"SWE","ROADACCID","DEATH","1000000HAB","A","1976",142.1,
"SWE","ROADACCID","DEATH","1000000HAB","A","1977",125,
"SWE","ROADACCID","DEATH","1000000HAB","A","1978",125,
"SWE","ROADACCID","DEATH","1000000HAB","A","1979",111.6,
"SWE","ROADACCID","DEATH","1000000HAB","A","1980",102,
"SWE","ROADACCID","DEATH","1000000HAB","A","1981",94.2,
"SWE","ROADACCID","DEATH","1000000HAB","A","1982",91.1,
"SWE","ROADACCID","DEATH","1000000HAB","A","1983",93.6,
"SWE","ROADACCID","DEATH","1000000HAB","A","1984",96.1,
"SWE","ROADACCID","DEATH","1000000HAB","A","1985",96.8,
"SWE","ROADACCID","DEATH","1000000HAB","A","1986",100.7,
"SWE","ROADACCID","DEATH","1000000HAB","A","1987",93.5,
"SWE","ROADACCID","DEATH","1000000HAB","A","1988",96.1,
"SWE","ROADACCID","DEATH","1000000HAB","A","1989",106.3,
"SWE","ROADACCID","DEATH","1000000HAB","A","1990",90.2,
"SWE","ROADACCID","DEATH","1000000HAB","A","1991",86.5,
"SWE","ROADACCID","DEATH","1000000HAB","A","1992",87.5,
"SWE","ROADACCID","DEATH","1000000HAB","A","1993",72.3,
"SWE","ROADACCID","DEATH","1000000HAB","A","1994",67.1,
"SWE","ROADACCID","DEATH","1000000HAB","A","1995",64.8,
"SWE","ROADACCID","DEATH","1000000HAB","A","1996",60.7,
"SWE","ROADACCID","DEATH","1000000HAB","A","1997",61.2,
"SWE","ROADACCID","DEATH","1000000HAB","A","1998",60,
"SWE","ROADACCID","DEATH","1000000HAB","A","1999",65.5,
"SWE","ROADACCID","DEATH","1000000HAB","A","2000",66.6,
"SWE","ROADACCID","DEATH","1000000HAB","A","2001",65.5,
"SWE","ROADACCID","DEATH","1000000HAB","A","2002",62.7,
"SWE","ROADACCID","DEATH","1000000HAB","A","2003",59.1,
"SWE","ROADACCID","DEATH","1000000HAB","A","2004",53.4,
"SWE","ROADACCID","DEATH","1000000HAB","A","2005",48.7,
"SWE","ROADACCID","DEATH","1000000HAB","A","2006",49,
"SWE","ROADACCID","DEATH","1000000HAB","A","2007",51.5,
"SWE","ROADACCID","DEATH","1000000HAB","A","2008",43.1,
"SWE","ROADACCID","DEATH","1000000HAB","A","2009",38.5,
"SWE","ROADACCID","DEATH","1000000HAB","A","2010",28.4,"B"
"SWE","ROADACCID","DEATH","1000000HAB","A","2011",33.8,
"SWE","ROADACCID","DEATH","1000000HAB","A","2012",29.9,
"SWE","ROADACCID","DEATH","1000000HAB","A","2013",27.1,
"SWE","ROADACCID","DEATH","1000000HAB","A","2014",27.9,
"MLT","ROADACCID","DEATH","1000000HAB","A","1999",31.6,
"MLT","ROADACCID","DEATH","1000000HAB","A","2000",39.3,
"MLT","ROADACCID","DEATH","1000000HAB","A","2001",40.7,
"MLT","ROADACCID","DEATH","1000000HAB","A","2002",40.4,
"MLT","ROADACCID","DEATH","1000000HAB","A","2003",42.7,
"MLT","ROADACCID","DEATH","1000000HAB","A","2004",32.4,
"MLT","ROADACCID","DEATH","1000000HAB","A","2005",39.6,
"MLT","ROADACCID","DEATH","1000000HAB","A","2006",24.7,
"MLT","ROADACCID","DEATH","1000000HAB","A","2007",34.4,
"MLT","ROADACCID","DEATH","1000000HAB","A","2008",36.6,
"MLT","ROADACCID","DEATH","1000000HAB","A","2009",50.9,
"MLT","ROADACCID","DEATH","1000000HAB","A","2010",36.2,
"MLT","ROADACCID","DEATH","1000000HAB","A","2011",40.8,
"MLT","ROADACCID","DEATH","1000000HAB","A","2012",21.5,
"MLT","ROADACCID","DEATH","1000000HAB","A","2013",42.5,
"MLT","ROADACCID","DEATH","1000000HAB","A","2014",23.4,
"AZE","ROADACCID","DEATH","1000000HAB","A","1970",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1971",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1972",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1973",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1974",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1975",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1976",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1977",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1978",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1979",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1980",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1981",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1982",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1983",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1984",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1985",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1986",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1987",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1988",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1989",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1990",,"L"
"AZE","ROADACCID","DEATH","1000000HAB","A","1991",174.7,
"AZE","ROADACCID","DEATH","1000000HAB","A","1992",169.8,
"AZE","ROADACCID","DEATH","1000000HAB","A","1993",152.2,
"AZE","ROADACCID","DEATH","1000000HAB","A","1994",145.7,
"AZE","ROADACCID","DEATH","1000000HAB","A","1995",128.8,
"AZE","ROADACCID","DEATH","1000000HAB","A","1996",98.3,
"AZE","ROADACCID","DEATH","1000000HAB","A","1997",77.2,
"AZE","ROADACCID","DEATH","1000000HAB","A","1998",75.1,
"AZE","ROADACCID","DEATH","1000000HAB","A","1999",69.4,
"AZE","ROADACCID","DEATH","1000000HAB","A","2000",74.1,
"AZE","ROADACCID","DEATH","1000000HAB","A","2001",68.9,
"AZE","ROADACCID","DEATH","1000000HAB","A","2002",78.6,
"AZE","ROADACCID","DEATH","1000000HAB","A","2003",87.9,
"AZE","ROADACCID","DEATH","1000000HAB","A","2004",97.6,
"AZE","ROADACCID","DEATH","1000000HAB","A","2005",126.9,
"AZE","ROADACCID","DEATH","1000000HAB","A","2006",121,
"AZE","ROADACCID","DEATH","1000000HAB","A","2007",129,
"AZE","ROADACCID","DEATH","1000000HAB","A","2008",120,
"AZE","ROADACCID","DEATH","1000000HAB","A","2009",103.9,
"AZE","ROADACCID","DEATH","1000000HAB","A","2010",102.2,
"AZE","ROADACCID","DEATH","1000000HAB","A","2011",110.8,
"AZE","ROADACCID","DEATH","1000000HAB","A","2012",125.6,
"AZE","ROADACCID","DEATH","1000000HAB","A","2013",123.6,
"SVN","ROADACCID","DEATH","1000000HAB","A","1970",371.3,
"SVN","ROADACCID","DEATH","1000000HAB","A","1971",383,
"SVN","ROADACCID","DEATH","1000000HAB","A","1972",368.7,
"SVN","ROADACCID","DEATH","1000000HAB","A","1973",409.9,
"SVN","ROADACCID","DEATH","1000000HAB","A","1974",322.7,
"SVN","ROADACCID","DEATH","1000000HAB","A","1975",342.1,
"SVN","ROADACCID","DEATH","1000000HAB","A","1976",333.8,
"SVN","ROADACCID","DEATH","1000000HAB","A","1977",383.1,
"SVN","ROADACCID","DEATH","1000000HAB","A","1978",406.8,
"SVN","ROADACCID","DEATH","1000000HAB","A","1979",405.8,
"SVN","ROADACCID","DEATH","1000000HAB","A","1980",304.6,
"SVN","ROADACCID","DEATH","1000000HAB","A","1981",304.6,
"SVN","ROADACCID","DEATH","1000000HAB","A","1982",302.8,
"SVN","ROADACCID","DEATH","1000000HAB","A","1983",276.8,
"SVN","ROADACCID","DEATH","1000000HAB","A","1984",255.3,
"SVN","ROADACCID","DEATH","1000000HAB","A","1985",238.2,
"SVN","ROADACCID","DEATH","1000000HAB","A","1986",256.5,
"SVN","ROADACCID","DEATH","1000000HAB","A","1987",281.9,
"SVN","ROADACCID","DEATH","1000000HAB","A","1988",276.8,
"SVN","ROADACCID","DEATH","1000000HAB","A","1989",277.1,
"SVN","ROADACCID","DEATH","1000000HAB","A","1990",258,
"SVN","ROADACCID","DEATH","1000000HAB","A","1991",230.4,
"SVN","ROADACCID","DEATH","1000000HAB","A","1992",245.6,
"SVN","ROADACCID","DEATH","1000000HAB","A","1993",246.6,
"SVN","ROADACCID","DEATH","1000000HAB","A","1994",253.8,
"SVN","ROADACCID","DEATH","1000000HAB","A","1995",208.6,
"SVN","ROADACCID","DEATH","1000000HAB","A","1996",195.6,
"SVN","ROADACCID","DEATH","1000000HAB","A","1997",179.8,
"SVN","ROADACCID","DEATH","1000000HAB","A","1998",155.9,
"SVN","ROADACCID","DEATH","1000000HAB","A","1999",168.4,
"SVN","ROADACCID","DEATH","1000000HAB","A","2000",157.4,
"SVN","ROADACCID","DEATH","1000000HAB","A","2001",139.6,
"SVN","ROADACCID","DEATH","1000000HAB","A","2002",134.4,
"SVN","ROADACCID","DEATH","1000000HAB","A","2003",121.3,
"SVN","ROADACCID","DEATH","1000000HAB","A","2004",137.2,
"SVN","ROADACCID","DEATH","1000000HAB","A","2005",129,
"SVN","ROADACCID","DEATH","1000000HAB","A","2006",130.6,
"SVN","ROADACCID","DEATH","1000000HAB","A","2007",145.2,
"SVN","ROADACCID","DEATH","1000000HAB","A","2008",105.9,
"SVN","ROADACCID","DEATH","1000000HAB","A","2009",83.8,
"SVN","ROADACCID","DEATH","1000000HAB","A","2010",67.4,
"SVN","ROADACCID","DEATH","1000000HAB","A","2011",68.7,
"SVN","ROADACCID","DEATH","1000000HAB","A","2012",63.2,
"SVN","ROADACCID","DEATH","1000000HAB","A","2013",60.7,
"SVN","ROADACCID","DEATH","1000000HAB","A","2014",52.4,
"FIN","ROADACCID","DEATH","1000000HAB","A","1970",229,
"FIN","ROADACCID","DEATH","1000000HAB","A","1971",247.2,
"FIN","ROADACCID","DEATH","1000000HAB","A","1972",248.9,
"FIN","ROADACCID","DEATH","1000000HAB","A","1973",232.6,
"FIN","ROADACCID","DEATH","1000000HAB","A","1974",184.4,
"FIN","ROADACCID","DEATH","1000000HAB","A","1975",193.1,
"FIN","ROADACCID","DEATH","1000000HAB","A","1976",170.1,
"FIN","ROADACCID","DEATH","1000000HAB","A","1977",149.6,
"FIN","ROADACCID","DEATH","1000000HAB","A","1978",128.4,
"FIN","ROADACCID","DEATH","1000000HAB","A","1979",136.5,
"FIN","ROADACCID","DEATH","1000000HAB","A","1980",115.3,
"FIN","ROADACCID","DEATH","1000000HAB","A","1981",115.6,
"FIN","ROADACCID","DEATH","1000000HAB","A","1982",117.9,
"FIN","ROADACCID","DEATH","1000000HAB","A","1983",124.5,
"FIN","ROADACCID","DEATH","1000000HAB","A","1984",110.9,
"FIN","ROADACCID","DEATH","1000000HAB","A","1985",110.4,
"FIN","ROADACCID","DEATH","1000000HAB","A","1986",124.4,
"FIN","ROADACCID","DEATH","1000000HAB","A","1987",117.7,
"FIN","ROADACCID","DEATH","1000000HAB","A","1988",131.9,
"FIN","ROADACCID","DEATH","1000000HAB","A","1989",147.8,
"FIN","ROADACCID","DEATH","1000000HAB","A","1990",130.1,
"FIN","ROADACCID","DEATH","1000000HAB","A","1991",126.2,
"FIN","ROADACCID","DEATH","1000000HAB","A","1992",119.4,
"FIN","ROADACCID","DEATH","1000000HAB","A","1993",95.6,
"FIN","ROADACCID","DEATH","1000000HAB","A","1994",94.3,
"FIN","ROADACCID","DEATH","1000000HAB","A","1995",86.3,
"FIN","ROADACCID","DEATH","1000000HAB","A","1996",78.8,
"FIN","ROADACCID","DEATH","1000000HAB","A","1997",85.2,
"FIN","ROADACCID","DEATH","1000000HAB","A","1998",77.6,
"FIN","ROADACCID","DEATH","1000000HAB","A","1999",83.4,
"FIN","ROADACCID","DEATH","1000000HAB","A","2000",76.5,
"FIN","ROADACCID","DEATH","1000000HAB","A","2001",83.5,
"FIN","ROADACCID","DEATH","1000000HAB","A","2002",79.8,
"FIN","ROADACCID","DEATH","1000000HAB","A","2003",72.7,
"FIN","ROADACCID","DEATH","1000000HAB","A","2004",71.7,
"FIN","ROADACCID","DEATH","1000000HAB","A","2005",72.2,
"FIN","ROADACCID","DEATH","1000000HAB","A","2006",63.8,
"FIN","ROADACCID","DEATH","1000000HAB","A","2007",71.9,
"FIN","ROADACCID","DEATH","1000000HAB","A","2008",64.7,
